show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s505,Movie,The Hidden Mirage,Spike Lee,"Tom Hanks, Cillian Murphy, Marion Cotillard",France,"November 04, 2018",2006,TV-PG,104 min,TV Dramas,"An in-depth exploration of human emotions, secrets, and the choices that define us."
s506,Movie,The Forgotten Whisper,Christopher Nolan,Ana de Armas,Australia,"February 09, 2015",2001,TV-14,141 min,"Docuseries, Crime TV Shows, Action & Adventure","A humorous and insightful look into modern relationships, career ambitions, and daily life."
s507,TV Show,The Golden Mirage,,"Dev Patel, Viola Davis, Margot Robbie",South Korea,"January 06, 2019",2014,TV-14,6 Seasons,Documentaries,"In a race against time, a dedicated team unravels a mystery that threatens everything."
s508,Movie,The Secret Chronicles,Christopher Nolan,Pedro Pascal,,"December 14, 2022",2012,G,81 min,"Children & Family Movies, Horror Movies, Romantic TV Shows","In a race against time, a dedicated team unravels a mystery that threatens everything."
s509,TV Show,The Dark Storm,,"Tom Hanks, Leonardo DiCaprio, Ana de Armas, Song Kang-ho",Japan,"July 16, 2020",2000,TV-Y,2 Seasons,"TV Action & Adventure, Thrillers, Action & Adventure","A heartwarming story of friendship, love, and perseverance across generations."
s510,Movie,The Golden Night,Spike Lee,"Scarlett Johansson, Marion Cotillard, Pedro Pascal, Mahershala Ali",Mexico,"October 09, 2022",2024,NC-17,157 min,"Anime Series, Dramas, International TV Shows",Dark forces emerge as secrets long buried finally come to light in this thrilling drama.
s511,Movie,The Dark Whisper,Alfonso Cuarón,"Mahershala Ali, Viola Davis, Dev Patel",Spain,"July 06, 2023",1992,G,76 min,"International TV Shows, Romantic TV Shows","In a race against time, a dedicated team unravels a mystery that threatens everything."
s512,Movie,The Midnight Heart,Ava DuVernay,,Italy,"April 09, 2023",2004,TV-14,79 min,Romantic Movies,"When an unexpected event turns their life upside down, an unlikely hero must step up."
s513,Movie,The Golden Promise,Christopher Nolan,"Gong Yoo, Leonardo DiCaprio, Daniel Kaluuya",France,"October 09, 2017",1996,TV-PG,100 min,"Comedies, TV Dramas","A heartwarming story of friendship, love, and perseverance across generations."
s514,TV Show,The Golden Symphony,Quentin Tarantino,"Daniel Kaluuya, Viola Davis, Denzel Washington",United States,"December 24, 2024",1994,TV-14,1 Season,"Comedies, Children & Family Movies","A heartwarming story of friendship, love, and perseverance across generations."
s515,Movie,The Golden Promise,,,Japan,"July 04, 2019",1996,TV-14,99 min,"Dramas, Anime Series, Crime TV Shows","In a race against time, a dedicated team unravels a mystery that threatens everything."
s516,TV Show,The Forgotten Symphony,,,France,"March 18, 2016",1996,TV-MA,5 Seasons,"Action & Adventure, Romantic Movies, International Movies",Dark forces emerge as secrets long buried finally come to light in this thrilling drama.
s517,Movie,The Crimson Shadow,Sion Sono,"Penélope Cruz, Priyanka Chopra, Scarlett Johansson, Shah Rukh Khan",United States,"July 22, 2021",2017,TV-MA,109 min,"Romantic TV Shows, International Movies, TV Action & Adventure","In a race against time, a dedicated team unravels a mystery that threatens everything."
s518,Movie,The Shadow Truth,David Fincher,,Mexico,"August 23, 2015",2005,PG-13,124 min,"Romantic Movies, TV Action & Adventure",Dark forces emerge as secrets long buried finally come to light in this thrilling drama.
s519,TV Show,The Golden Whisper,,"Lupita Nyong'o, Penélope Cruz, Cillian Murphy",Australia,"October 06, 2018",2009,TV-Y7,3 Seasons,Documentaries,"In a race against time, a dedicated team unravels a mystery that threatens everything."
s520,TV Show,The Dark Protocol,,,Brazil,"December 30, 2021",2003,TV-14,4 Seasons,"TV Dramas, Crime TV Shows, Romantic Movies","In a race against time, a dedicated team unravels a mystery that threatens everything."
s521,Movie,The Silent Valley,Christopher Nolan,,Germany,"April 05, 2018",2018,G,150 min,"TV Comedies, Comedies, Dramas","When an unexpected event turns their life upside down, an unlikely hero must step up."
s522,Movie,The Eternal Legacy,Spike Lee,Timothée Chalamet,Canada,"March 30, 2015",2001,NC-17,82 min,International Movies,"In a race against time, a dedicated team unravels a mystery that threatens everything."
s523,Movie,The Lost Whisper,Bong Joon-ho,"Penélope Cruz, Scarlett Johansson",France,"November 28, 2020",2017,R,85 min,International Movies,"A humorous and insightful look into modern relationships, career ambitions, and daily life."
s524,Movie,The Sacred Dream,,"Timothée Chalamet, Cillian Murphy",Mexico,"July 09, 2015",2002,NC-17,171 min,TV Dramas,"When an unexpected event turns their life upside down, an unlikely hero must step up."
s525,Movie,The Endless Night,Anurag Kashyap,"Javier Bardem, Tom Hanks, Pedro Pascal, Denzel Washington",Italy,"September 23, 2015",2000,TV-14,166 min,"Reality TV, TV Comedies, Docuseries","A heartwarming story of friendship, love, and perseverance across generations."
s526,Movie,The Shadow Valley,Anurag Kashyap,"Lupita Nyong'o, Javier Bardem, Mahershala Ali",Mexico,"July 19, 2021",1992,G,98 min,Anime Series,"A humorous and insightful look into modern relationships, career ambitions, and daily life."
s527,Movie,The Secret Truth,Alfonso Cuarón,"Daniel Kaluuya, Priyanka Chopra, Margot Robbie",India,"December 11, 2015",2008,TV-PG,136 min,"Horror Movies, Comedies","In a race against time, a dedicated team unravels a mystery that threatens everything."
s528,Movie,The Shadow Shadow,Pedro Almodóvar,"Gong Yoo, Margot Robbie, Javier Bardem",South Korea,"December 15, 2019",2004,NC-17,152 min,TV Comedies,A compelling narrative following characters as they navigate challenges in a changing world.
s529,Movie,The Fallen Kingdom,Takashi Miike,,Canada,"October 20, 2015",2013,PG-13,139 min,TV Dramas,"When an unexpected event turns their life upside down, an unlikely hero must step up."
s530,Movie,The Endless Truth,,"Tom Hanks, Lupita Nyong'o",United Kingdom,"June 09, 2023",2024,NC-17,71 min,"Children & Family Movies, TV Comedies","A humorous and insightful look into modern relationships, career ambitions, and daily life."
s531,TV Show,The Midnight Frontier,Christopher Nolan,"Ana de Armas, Marion Cotillard, Zendaya",South Korea,"February 10, 2023",2003,TV-Y7,2 Seasons,"TV Action & Adventure, Romantic TV Shows, Anime Series",Dark forces emerge as secrets long buried finally come to light in this thrilling drama.
s532,TV Show,The Shadow Journey,,Gong Yoo,Brazil,"December 02, 2019",2018,TV-Y,1 Season,"International Movies, TV Action & Adventure","An in-depth exploration of human emotions, secrets, and the choices that define us."
s533,TV Show,The Silent Protocol,David Fincher,"Scarlett Johansson, Gong Yoo",Italy,"September 25, 2023",2024,TV-PG,3 Seasons,"Dramas, Comedies, International Movies","When an unexpected event turns their life upside down, an unlikely hero must step up."
s534,TV Show,The Shadow Frontier,Taika Waititi,"Daniel Kaluuya, Song Kang-ho, Tom Hanks, Denzel Washington",Canada,"September 08, 2018",2018,TV-G,3 Seasons,Thrillers,A compelling narrative following characters as they navigate challenges in a changing world.
s535,Movie,The Eternal Echo,,"Javier Bardem, Leonardo DiCaprio, Priyanka Chopra, Tom Hanks",South Korea,"August 12, 2017",2008,R,128 min,TV Comedies,"A heartwarming story of friendship, love, and perseverance across generations."
s536,Movie,The Shadow Shadow,James Cameron,Viola Davis,South Korea,"October 09, 2015",2014,G,86 min,Children & Family Movies,"In a race against time, a dedicated team unravels a mystery that threatens everything."
s537,TV Show,The Rising Horizon,Ridley Scott,"Tom Hanks, Marion Cotillard, Lupita Nyong'o, Dev Patel",Canada,,1999,TV-Y7,1 Season,"Horror Movies, Reality TV","An in-depth exploration of human emotions, secrets, and the choices that define us."
s538,TV Show,The Rising Chronicles,,,Japan,"February 13, 2020",2012,TV-G,6 Seasons,"Crime TV Shows, Thrillers","In a race against time, a dedicated team unravels a mystery that threatens everything."
s539,Movie,The Forgotten Shadow,Pedro Almodóvar,"Dev Patel, Priyanka Chopra, Lupita Nyong'o",South Korea,"June 28, 2015",2005,PG,105 min,"Romantic TV Shows, Children & Family Movies, Action & Adventure",Dark forces emerge as secrets long buried finally come to light in this thrilling drama.
s540,TV Show,The Secret Protocol,,"Viola Davis, Margot Robbie, Denzel Washington, Zendaya",Italy,"August 07, 2019",2018,TV-14,3 Seasons,Reality TV,A compelling narrative following characters as they navigate challenges in a changing world.
s541,Movie,The Golden Chronicles,James Cameron,"Pedro Pascal, Song Kang-ho",South Korea,"October 23, 2017",1997,PG,111 min,"Anime Series, Docuseries, TV Action & Adventure",A compelling narrative following characters as they navigate challenges in a changing world.
s542,Movie,The Broken Chronicles,Greta Gerwig,"Mahershala Ali, Priyanka Chopra, Leonardo DiCaprio",United Kingdom,"December 29, 2020",2015,PG,79 min,"Dramas, Sci-Fi & Fantasy, International Movies","In a race against time, a dedicated team unravels a mystery that threatens everything."
s543,Movie,The Secret Echo,,"Tom Hanks, Penélope Cruz, Lupita Nyong'o, Meryl Streep",Italy,"June 06, 2022",1996,TV-14,158 min,"Anime Series, Comedies","A heartwarming story of friendship, love, and perseverance across generations."
s544,Movie,The Midnight Heart,Guillermo del Toro,"Scarlett Johansson, Tom Hanks",South Korea,"March 01, 2015",2011,G,157 min,"Action & Adventure, Horror Movies, Documentaries","A humorous and insightful look into modern relationships, career ambitions, and daily life."
s545,TV Show,The Eternal Horizon,,"Viola Davis, Timothée Chalamet, Omar Sy, Ana de Armas",Canada,"June 07, 2019",2017,TV-MA,2 Seasons,Documentaries,"An in-depth exploration of human emotions, secrets, and the choices that define us."
s546,Movie,The Silent Dream,,"Leonardo DiCaprio, Song Kang-ho",Canada,"February 21, 2024",2007,TV-MA,75 min,Romantic Movies,"In a race against time, a dedicated team unravels a mystery that threatens everything."
s547,Movie,The Forgotten Protocol,Quentin Tarantino,"Daniel Kaluuya, Priyanka Chopra, Mahershala Ali, Viola Davis",Mexico,"August 08, 2022",1998,TV-MA,92 min,"TV Dramas, Docuseries, Action & Adventure","An in-depth exploration of human emotions, secrets, and the choices that define us."
s548,Movie,The Infinite Chronicles,James Cameron,"Ana de Armas, Pedro Pascal, Scarlett Johansson, Marion Cotillard",United States,"November 29, 2021",1997,NC-17,100 min,"International TV Shows, Horror Movies, Action & Adventure",A compelling narrative following characters as they navigate challenges in a changing world.
s549,Movie,The Rising Truth,Bong Joon-ho,Song Kang-ho,United States,"February 18, 2023",2018,TV-MA,87 min,"TV Dramas, Comedies","A heartwarming story of friendship, love, and perseverance across generations."
s550,TV Show,The Velvet Truth,Guillermo del Toro,"Timothée Chalamet, Scarlett Johansson",United States,"June 16, 2022",2005,TV-G,6 Seasons,"Horror Movies, Crime TV Shows, Reality TV","An in-depth exploration of human emotions, secrets, and the choices that define us."
